id,Run,Lumi,Event,jets
2790,147926,463,498828471,bijet
2791,149181,985,970175435,bijet
2792,149181,1000,984842489,bijet
2793,148029,392,305643307,trijet
2794,147926,464,500438863,trijet
2795,149181,997,982619762,tetrajet
2796,149181,986,971250472,trijet
2797,149181,985,969577963,bijet
2798,149181,1803,1702530659,trijet
2799,149181,997,982528784,bijet
2800,147926,466,502054977,bijet
2801,149181,1789,1691554920,bijet
2802,149181,985,969798621,bijet
2803,149181,985,970344926,trijet
2804,148029,390,304541976,bijet
2805,147926,464,500268292,trijet
2806,149181,1000,985406945,bijet
2807,149181,1788,1691239783,bijet
2808,148029,394,307332643,bijet
2809,149181,1802,1701402888,trijet
2810,148029,391,305069715,bijet
2811,148029,393,306985266,tetrajet
2812,147926,462,497655176,bijet
2813,149181,1803,1702823118,bijet
2814,149181,1789,1691454954,trijet
2815,148029,390,304074121,bijet
2816,149181,1789,1691687904,trijet
2817,148029,389,303117122,bijet
2818,147926,465,501308018,bijet
2819,148029,395,308488986,bijet
2820,148029,391,304744217,tetrajet
2821,149181,998,983287932,bijet
2822,148029,392,306048915,trijet
2823,149181,985,969412076,bijet
2824,149181,1803,1702450027,bijet
2825,147926,462,498339388,bijet
2826,149181,991,976340308,bijet
2827,149181,992,977334997,bijet
2828,149181,1789,1691970721,trijet
2829,147926,464,499972879,bijet
2830,149181,1788,1690931156,trijet
2831,147926,466,502646777,bijet
2832,149181,991,976259226,trijet
2833,149181,985,969703865,bijet
2834,148029,388,302829465,tetrajet
2835,149181,998,983258596,trijet
2836,149181,985,970275180,bijet
2837,149181,1788,1690614032,trijet
2838,149181,999,984606197,trijet
2839,149181,999,984225087,bijet
2840,149181,991,975727590,bijet
2841,149181,998,983658070,bijet
2842,149181,1789,1691538899,bijet
2843,149181,986,971141333,bijet
2844,149181,1788,1690509934,trijet
2845,149181,1000,984910576,bijet
2846,148029,395,308732320,bijet
2847,149181,1000,985175753,bijet
2848,149181,991,976134164,bijet
2849,149181,999,984196560,bijet
2850,149181,1802,1701944016,bijet
2851,147926,465,501093697,bijet
2852,149181,999,984247675,trijet
2853,148029,392,306203850,bijet
2854,148029,388,302912036,bijet
2855,149181,985,969612535,trijet
2856,147926,467,503598004,bijet
2857,147926,462,498288344,bijet
2858,149181,1804,1703152949,bijet
2859,149181,986,970610027,tetrajet
2860,149181,1788,1690696761,tetrajet
2861,147926,462,497380049,bijet
2862,147926,464,500108763,bijet
2863,149181,997,982390406,tetrajet
2864,148029,394,307882069,trijet
2865,149181,1000,985753057,bijet
2866,149181,1803,1702865676,trijet
2867,147929,532,475488962,bijet
2868,148029,394,307894110,trijet
2869,149181,1789,1691948530,bijet
2870,148029,389,303274518,bijet
2871,147926,467,503508477,bijet
2872,149181,998,983603577,bijet
2873,149181,1000,985650657,trijet
2874,147926,464,499536990,tetrajet
2875,147926,466,502014764,bijet
2876,147926,465,501571498,bijet
2877,149181,999,983817969,bijet
2878,147926,467,503207039,bijet
2879,149181,999,984156372,bijet
2880,148029,391,304991540,bijet
2881,149181,985,969885077,trijet
2882,149181,992,977438090,trijet
2883,148029,388,302420793,bijet
2884,149181,986,970727381,trijet
2885,147926,464,500034472,bijet
2886,148029,390,303996620,bijet
2887,149181,991,975849051,bijet
2888,149181,986,970472915,bijet
2889,148029,390,304137550,bijet
2890,147929,532,474983449,bijet
2891,149181,1804,1703489334,bijet
2892,149181,997,982588650,bijet
2893,149181,1789,1692047026,bijet
2894,147926,465,501167791,bijet
2895,148029,388,302754481,bijet
2896,149181,1803,1702657549,bijet
2897,149181,986,971259080,trijet
2898,149181,999,983840096,bijet
2899,149181,1789,1691702599,bijet
2900,149181,1000,985633310,trijet
2901,148029,395,308597434,bijet
2902,149181,1802,1701609534,trijet
2903,149181,1804,1703393844,trijet
2904,147926,466,501813937,bijet
2905,147926,467,503523686,bijet
2906,149181,1789,1691686436,bijet
2907,149181,986,970925169,bijet
2908,147929,532,475364369,bijet
2909,149181,985,970024411,trijet
2910,149181,986,970619020,bijet
2911,147926,462,498121785,trijet
2912,147926,462,497858855,bijet
2913,149181,986,971355961,bijet
2914,148029,392,305935415,bijet
2915,149181,999,984711464,trijet
2916,149181,1789,1691371843,bijet
2917,149181,1789,1691665633,tetrajet
2918,147926,467,502753561,bijet
2919,149181,999,984560306,trijet
2920,149181,986,971221115,bijet
2921,149181,1804,1702965357,tetrajet
2922,148029,393,306895077,bijet
2923,149181,992,976741073,bijet
2924,149181,999,984648018,bijet
2925,149181,991,975752461,trijet
2926,149181,998,983659660,trijet
2927,148029,394,307751756,bijet
2928,149181,985,969550603,bijet
2929,149181,1788,1690748498,trijet
2930,149181,985,970081121,trijet
2931,149181,1000,984863103,bijet
2932,149181,997,982309867,bijet
2933,148029,393,306587687,bijet
2934,149181,1802,1701389150,trijet
2935,149181,997,981772599,bijet
2936,147926,465,500821334,bijet
2937,147926,464,500524988,bijet
2938,148029,388,302942759,bijet
2939,148029,391,305064303,bijet
2940,149181,991,976451410,trijet
2941,148029,389,303895966,bijet
2942,149181,1000,985313266,bijet
2943,148029,391,305427721,bijet
2944,149181,986,970954284,bijet
2945,148029,388,302811326,trijet
2946,149181,1803,1702336367,tetrajet
2947,149181,1789,1691662214,bijet
2948,149181,997,981725011,bijet
2949,149181,997,982318631,trijet
2950,149181,992,977023633,trijet
2951,148029,395,308380784,trijet
2952,149181,986,970928366,bijet
2953,147929,532,475306237,bijet
2954,149181,985,969960585,bijet
2955,147926,465,500672836,trijet
2956,149181,992,976927297,bijet
2957,148029,392,306115384,bijet
2958,149181,1803,1702821209,trijet
2959,147926,464,499754563,bijet
2960,149181,1789,1691270904,trijet
2961,148029,395,308556215,bijet
2962,149181,992,976608272,tetrajet
2963,147926,463,499034623,trijet
2964,149181,986,970950401,trijet
2965,147926,467,503366126,bijet
2966,149181,998,983541560,bijet
2967,149181,1804,1703598188,bijet
2968,148029,391,304867321,bijet
2969,149181,997,981763328,bijet
2970,148029,389,303175983,bijet
2971,149181,991,975990958,bijet
2972,148029,389,303910227,bijet
2973,149181,1802,1701732401,bijet
2974,149181,997,982674840,trijet
2975,149181,985,969980443,trijet
2976,149181,1804,1702897707,bijet
2977,148029,393,306528072,bijet
2978,148029,394,307796468,bijet
2979,149181,991,976484817,bijet
2980,147926,465,501199766,bijet
2981,149181,1803,1702436941,bijet
2982,148029,390,304191218,bijet
2983,147926,463,499017770,trijet
2984,149181,997,982324371,bijet
2985,147926,463,498829819,bijet
2986,148029,389,303609508,bijet
2987,149181,998,983676040,trijet
2988,149181,985,970328419,trijet
2989,149181,999,983744287,bijet
2990,149181,1788,1691067994,bijet
2991,149181,985,969965386,bijet
2992,149181,1788,1691249772,bijet
2993,147926,463,498503771,bijet
2994,149181,985,969610469,bijet
2995,149181,999,983817004,bijet
2996,149181,1802,1701499896,bijet
2997,148029,390,304138008,bijet
2998,149181,1804,1703556841,trijet
2999,148029,393,306588890,bijet
3000,149181,1804,1703402218,bijet
3001,149181,997,982510442,bijet
3002,149181,1789,1691483894,trijet
3003,149181,1803,1702180324,bijet
3004,149181,1789,1691306676,bijet
3005,149181,997,982066500,bijet
3006,149181,999,984606754,trijet
3007,148029,392,305926976,bijet
3008,149181,1804,1703198068,bijet
3009,149181,991,976482285,bijet
3010,149181,999,984681868,bijet
3011,149181,1789,1691716646,bijet
3012,149181,1789,1691805721,bijet
3013,149181,997,981803308,trijet
3014,149181,1802,1701759755,bijet
3015,149181,999,984145814,bijet
3016,149181,991,976380941,trijet
3017,147926,466,502668968,bijet
3018,148029,390,303983099,bijet
3019,149181,992,977087201,bijet
3020,149181,1804,1703237729,bijet
3021,148029,388,302911736,trijet
3022,147929,532,475529560,bijet
3023,147926,464,500044212,tetrajet
3024,148029,392,305545827,tetrajet
3025,148029,391,305172561,trijet
3026,149181,1788,1690874190,bijet
3027,149181,985,970047782,trijet
3028,148029,391,305059456,bijet
3029,149181,1803,1702240377,bijet
3030,147926,463,499108397,bijet
3031,147929,532,474900890,tetrajet
3032,149181,1000,985574099,bijet
3033,147926,465,501138970,bijet
3034,147926,466,502604201,trijet
3035,149181,997,982695485,bijet
3036,147929,532,475401308,bijet
3037,149181,1802,1702035345,bijet
3038,149181,1788,1690500110,trijet
3039,149181,999,984441053,bijet
3040,147926,463,498438001,trijet
3041,148029,388,302336295,trijet
3042,147926,463,499361972,trijet
3043,149181,986,970957293,bijet
3044,149181,1000,985488449,bijet
3045,149181,1000,985114687,bijet
3046,148029,390,304010523,bijet
3047,148029,391,305494708,bijet
3048,149181,1804,1703328263,tetrajet
3049,148029,393,306702800,bijet
3050,149181,999,984690250,bijet
3051,147929,532,475415651,bijet
3052,149181,1788,1691210246,bijet
3053,149181,985,970084984,bijet
3054,148029,395,308721534,bijet
3055,147926,464,499905742,trijet
3056,147926,465,501639747,bijet
3057,147926,462,497935725,bijet
3058,148029,388,302874201,bijet
3059,149181,1000,984762886,bijet
3060,148029,391,304915913,bijet
3061,149181,985,969826098,trijet
3062,149181,998,982971451,tetrajet
3063,149181,998,983688831,trijet
3064,149181,986,971309089,trijet
3065,149181,1788,1690602219,bijet
3066,147926,462,498362861,trijet
3067,149181,998,983685008,bijet
3068,149181,1803,1702400445,trijet
3069,149181,998,983143951,bijet
3070,149181,1000,985150535,trijet
3071,147926,462,497578580,tetrajet
3072,148029,388,302888891,trijet
3073,147926,465,500888223,trijet
3074,149181,992,977197838,bijet
3075,149181,999,984158539,trijet
3076,149181,992,977100736,bijet
3077,147926,467,502915908,bijet
3078,149181,992,977003145,bijet
3079,149181,998,982915824,bijet
3080,149181,997,981746068,bijet
3081,149181,991,976026927,bijet
3082,147926,465,501577900,bijet
3083,149181,1803,1702490218,bijet
3084,149181,997,981966222,bijet
3085,147926,464,500194729,trijet
3086,149181,991,975864897,bijet
3087,148029,390,304073434,bijet
3088,149181,997,982015925,bijet
3089,148029,388,302731580,bijet
3090,148029,391,304863513,bijet
3091,147926,466,502678326,bijet
3092,149181,991,975720426,tetrajet
3093,149181,986,970458033,tetrajet
3094,149181,998,982798950,trijet
3095,147926,462,498035306,trijet
3096,147929,532,475124868,bijet
3097,149181,992,977053329,bijet
3098,148029,392,306169507,bijet
3099,149181,991,975575706,trijet
3100,149181,998,983549481,bijet
3101,147926,463,498631006,bijet
3102,148029,388,302517688,bijet
3103,147926,467,503246124,trijet
3104,148029,391,304840233,bijet
3105,149181,998,983348654,bijet
3106,148029,394,307846225,bijet
3107,149181,986,970587099,bijet
3108,149181,1000,985414641,trijet
3109,149181,997,981922200,trijet
3110,149181,999,983913939,trijet
3111,149181,991,976077178,trijet
3112,148029,388,302651347,bijet
3113,149181,999,984465395,bijet
3114,147926,467,502866496,bijet
3115,149181,985,970265792,bijet
3116,147929,532,475362379,bijet
3117,148029,392,305593013,bijet
3118,149181,992,976619476,trijet
3119,147926,462,497690021,trijet
3120,149181,986,970752226,trijet
3121,149181,985,969799783,trijet
3122,148029,389,303645779,bijet
3123,147926,464,499530883,bijet
3124,147926,462,497607915,bijet
3125,147926,465,500649707,bijet
3126,147926,463,499344828,bijet
3127,149181,992,977107130,bijet
3128,149181,1788,1691076869,bijet
3129,149181,1804,1703142452,bijet
3130,149181,1788,1690518662,tetrajet
3131,148029,388,302964870,tetrajet
3132,149181,1802,1701708611,trijet
3133,149181,999,984547421,trijet
3134,149181,997,982519338,bijet
3135,149181,1804,1703525822,trijet
3136,147926,462,498319408,bijet
3137,149181,997,982591831,bijet
3138,149181,1000,985640130,bijet
3139,147926,464,499521864,bijet
3140,149181,998,983412089,bijet
3141,149181,985,969532424,trijet
3142,149181,1802,1702095457,tetrajet
3143,148029,388,302598972,bijet
3144,149181,998,982972951,trijet
3145,149181,986,971161132,bijet
3146,147929,532,475322821,bijet
3147,149181,991,976013233,trijet
3148,149181,999,983777553,bijet
3149,148029,393,307115257,trijet
3150,147926,465,501594500,trijet
3151,147926,462,498306424,trijet
3152,147926,465,501142030,bijet
3153,149181,1000,985671165,bijet
3154,149181,1802,1701450795,bijet
3155,149181,1804,1702921666,bijet
3156,149181,986,970958155,bijet
3157,147926,464,499499716,trijet
3158,148029,389,303915732,bijet
3159,149181,986,970555917,bijet
3160,148029,394,307612985,bijet
3161,148029,390,304110060,bijet
3162,148029,391,304909077,trijet
3163,149181,998,982733555,trijet
3164,149181,986,971396557,bijet
3165,148029,388,303040278,bijet
3166,149181,1789,1691566652,trijet
3167,148029,392,306202403,bijet
3168,147926,466,502435122,trijet
3169,149181,992,977185258,trijet
3170,149181,997,982657077,bijet
3171,149181,998,983158082,trijet
3172,149181,1000,985464552,bijet
3173,148029,389,303896177,bijet
3174,148029,393,306999623,bijet
3175,149181,991,975731543,bijet
3176,149181,997,981944840,bijet
3177,149181,986,971227275,bijet
3178,148029,392,306219225,trijet
3179,149181,1804,1703438635,bijet
3180,149181,992,976869122,bijet
3181,148029,395,308454139,bijet
3182,149181,992,977036371,tetrajet
3183,148029,393,306977164,bijet
3184,147926,464,500263015,bijet
3185,149181,985,969454707,bijet
3186,149181,1804,1703573148,bijet
3187,149181,998,983328411,bijet
3188,149181,985,969824550,bijet
3189,148029,389,303900135,tetrajet
3190,148029,391,304795229,bijet
3191,149181,1803,1702495550,bijet
3192,149181,1000,985508771,bijet
3193,149181,1000,985576017,bijet
3194,149181,1803,1702748184,bijet
3195,148029,391,304819521,tetrajet
3196,149181,1000,985639013,bijet
3197,148029,388,302345322,trijet
3198,149181,991,975864827,trijet
3199,147929,532,475309946,bijet
3200,148029,395,308147436,trijet
3201,149181,986,971175291,bijet
3202,149181,1000,984962471,bijet
3203,147926,467,503391384,trijet
3204,149181,999,984085535,bijet
3205,149181,1789,1691772587,bijet
3206,147926,466,502125748,bijet
3207,149181,986,971086763,trijet
3208,148029,393,306876253,bijet
3209,147926,465,501431465,trijet
3210,149181,1000,985019844,bijet
3211,149181,997,982693562,bijet
3212,149181,1803,1702180502,bijet
3213,149181,986,971122065,trijet
3214,147926,463,499054321,trijet
3215,149181,992,977334346,tetrajet
3216,149181,985,969895227,bijet
3217,149181,986,971175474,bijet
3218,147926,464,500468673,bijet
3219,149181,986,970696654,bijet
3220,149181,991,975815233,bijet
3221,149181,992,977074213,bijet
3222,149181,992,976898900,bijet
3223,149181,1000,985634599,bijet
3224,148029,394,307679523,bijet
3225,149181,991,975564899,trijet
3226,149181,998,983271597,bijet
3227,148029,390,304010308,bijet
3228,149181,986,971119870,bijet
3229,149181,986,970727484,bijet
3230,149181,1789,1691770820,trijet
3231,149181,1000,985651524,trijet
3232,148029,388,302989070,trijet
3233,147926,462,497718357,trijet
3234,149181,1788,1691058759,bijet
3235,148029,393,306471807,bijet
3236,149181,1000,984986042,trijet
3237,147929,532,475104463,bijet
3238,147926,467,503142741,bijet
3239,149181,999,984016864,trijet
3240,147926,467,502943006,bijet
3241,147926,467,503613670,bijet
3242,149181,986,971343387,bijet
3243,149181,1788,1690852915,bijet
3244,148029,389,303270830,tetrajet
3245,149181,1788,1691196044,bijet
3246,147926,466,502480699,trijet
3247,147926,462,497887088,bijet
3248,147926,467,503331245,bijet
3249,147926,465,500635716,trijet
3250,149181,992,976937039,bijet
3251,148029,389,303316077,trijet
3252,149181,1802,1701487166,bijet
3253,149181,998,983228795,bijet
3254,147926,467,503583874,tetrajet
3255,149181,1000,985520864,trijet
3256,147926,465,500574239,bijet
3257,148029,388,303046325,trijet
3258,149181,985,969509622,bijet
3259,147926,466,502433109,trijet
3260,148029,390,304588382,bijet
3261,147926,464,499578788,bijet
3262,148029,389,303437820,trijet
3263,148029,388,302905968,trijet
3264,148029,394,307494875,tetrajet
3265,149181,999,984151796,bijet
3266,148029,389,303142683,trijet
3267,148029,391,304839245,bijet
3268,149181,998,983701957,trijet
3269,148029,390,304625827,bijet
3270,149181,999,984590647,bijet
3271,149181,986,971035407,trijet
3272,148029,388,303004489,bijet
3273,149181,1000,985634511,bijet
3274,147926,467,503810857,trijet
3275,147926,465,501396591,tetrajet
3276,149181,997,981912079,bijet
3277,149181,985,970301381,bijet
3278,148029,389,303777574,trijet
3279,148029,391,304805614,tetrajet
3280,147926,464,500036869,tetrajet
3281,149181,997,982058747,bijet
3282,147929,532,475054381,trijet
3283,149181,986,971128697,tetrajet
3284,149181,985,969927199,trijet
3285,147926,467,503228086,bijet
3286,149181,1788,1690851469,trijet
3287,149181,1000,985027375,bijet
3288,149181,991,975960458,trijet
3289,149181,1802,1701816820,bijet
3290,149181,999,984562771,bijet
3291,148029,394,307515715,bijet
3292,149181,997,982301742,trijet
3293,147929,532,475356071,bijet
3294,147926,462,497895992,bijet
3295,148029,392,305750452,bijet
3296,149181,992,977051371,trijet
3297,149181,999,984604708,trijet
3298,149181,997,982336702,bijet
3299,149181,1000,985490918,bijet
3300,149181,997,981706865,trijet
3301,147926,466,502410563,bijet
3302,147926,465,501210054,bijet
3303,147926,462,497667602,bijet
3304,148029,388,302601325,bijet
3305,147926,464,500213229,bijet
3306,149181,999,984687499,bijet
3307,148029,391,305511357,bijet
3308,149181,991,976057286,trijet
3309,147926,467,503272891,bijet
3310,149181,1788,1690904810,bijet
3311,149181,991,975715925,bijet
3312,149181,998,983122245,bijet
3313,147926,462,497290265,bijet
3314,149181,986,970529218,bijet
3315,148029,393,306866270,bijet
3316,149181,997,982351485,trijet
3317,148029,389,303142100,bijet
3318,149181,992,977323250,bijet
3319,149181,991,975969916,bijet
3320,149181,1804,1703486890,bijet
3321,147929,532,475414489,bijet
3322,149181,997,982098121,trijet
3323,147926,464,499718030,bijet
3324,147929,532,475484539,trijet
3325,148029,395,308193096,trijet
3326,148029,390,304680352,bijet
3327,149181,985,970270726,bijet
3328,149181,1802,1701968369,trijet
3329,148029,390,303992003,bijet
3330,147926,462,497527406,trijet
3331,149181,1804,1702937617,bijet
3332,149181,1804,1703097398,bijet
3333,148029,390,303979305,bijet
3334,147929,532,475197818,bijet
3335,147926,463,498428027,trijet
3336,147926,464,500075120,bijet
3337,149181,992,977060397,trijet
3338,149181,985,969457303,trijet
3339,149181,992,977012162,bijet
3340,148029,394,307167172,bijet
3341,148029,395,308209703,tetrajet
3342,147926,462,497416075,bijet
3343,149181,998,982976942,bijet
3344,149181,1789,1691989287,bijet
3345,149181,1803,1702184139,trijet
3346,149181,1804,1703572173,trijet
3347,147926,462,497294234,bijet
3348,149181,999,984622738,bijet
3349,148029,394,307161235,trijet
3350,148029,389,303120905,bijet
3351,149181,985,969419802,tetrajet
3352,149181,997,981991825,bijet
3353,148029,389,303568001,bijet
3354,148029,388,302547367,bijet
3355,149181,998,983727454,bijet
3356,148029,390,304333349,bijet
3357,149181,998,983252961,trijet
3358,149181,998,983485742,trijet
3359,149181,997,981916699,trijet
3360,149181,1789,1691379179,trijet
3361,147926,466,502033583,trijet
3362,149181,1802,1701772079,trijet
3363,149181,998,982987744,trijet
3364,149181,991,975706234,bijet
3365,149181,991,975986160,bijet
3366,149181,1788,1691083117,bijet
3367,149181,1804,1703524581,trijet
3368,147926,463,498464428,bijet
3369,149181,985,969418427,bijet
3370,149181,1804,1703150633,bijet
3371,149181,986,970461072,bijet
3372,149181,1802,1702079658,trijet
3373,148029,388,302795004,bijet
3374,149181,1789,1692030726,bijet
3375,147926,462,497342943,bijet
3376,148029,391,305087163,trijet
3377,149181,1000,985732281,bijet
3378,149181,985,969688972,trijet
3379,147926,467,503188605,bijet
3380,149181,985,969446090,trijet
3381,148029,390,304209400,bijet
3382,147926,466,502089574,bijet
3383,148029,392,306213469,trijet
3384,147926,462,497445261,bijet
3385,149181,1803,1702758356,bijet
3386,149181,997,982189847,bijet
3387,149181,999,984165867,bijet
3388,149181,1788,1691238132,trijet
3389,149181,1788,1691060471,bijet
3390,149181,1000,984920219,bijet
3391,148029,395,308003689,bijet
3392,149181,1000,984833640,bijet
3393,148029,388,302990500,bijet
3394,148029,388,302591088,bijet
3395,148029,388,303026078,bijet
3396,149181,985,969906242,trijet
3397,149181,1789,1691802073,tetrajet
3398,149181,985,969915160,bijet
3399,149181,1000,985563434,trijet
3400,149181,1802,1701530011,tetrajet
3401,149181,999,984430654,bijet
3402,148029,389,303286616,bijet
3403,149181,1000,984771237,bijet
3404,149181,986,970531718,tetrajet
3405,148029,388,302509059,bijet
3406,149181,992,976799088,bijet
3407,149181,999,984298483,bijet
3408,148029,395,307994276,trijet
3409,148029,391,305163158,bijet
3410,149181,999,984013282,bijet
3411,149181,1000,985061872,bijet
3412,149181,1803,1702175388,trijet
3413,147926,467,503573612,bijet
3414,149181,999,984139160,trijet
3415,149181,1000,985727734,trijet
3416,147926,463,498579718,bijet
3417,149181,1803,1702256441,trijet
3418,149181,986,970576494,trijet
3419,148029,389,303874014,tetrajet
3420,149181,1788,1691104704,bijet
3421,149181,1804,1703335822,trijet
3422,149181,1788,1691004970,bijet
3423,148029,394,307453476,bijet
3424,147926,464,499735843,bijet
3425,149181,999,983975309,bijet
3426,149181,1788,1690491152,bijet
3427,149181,999,984248559,trijet
3428,149181,986,971437744,tetrajet
3429,148029,393,307084103,trijet
3430,149181,1804,1703563749,trijet
3431,148029,394,307457692,bijet
3432,149181,998,983266479,trijet
3433,149181,1000,985621646,tetrajet
3434,149181,986,971335337,bijet
3435,149181,999,984030681,bijet
3436,148029,390,304207783,trijet
3437,148029,394,307250305,bijet
3438,148029,391,304806992,trijet
3439,147926,463,498588025,tetrajet
3440,147926,462,497672037,trijet
3441,149181,1788,1691046283,bijet
3442,149181,999,983986969,bijet
3443,149181,1802,1701516731,bijet
3444,148029,388,302451159,bijet
3445,149181,999,983789806,bijet
3446,147926,466,502033135,bijet
3447,149181,985,969935692,trijet
3448,149181,1804,1702893754,trijet
3449,147926,463,498745527,bijet
3450,149181,986,971327260,trijet
3451,148029,389,303208235,bijet
3452,149181,1804,1703374840,bijet
3453,149181,998,982900542,bijet
3454,149181,999,983762927,bijet
3455,149181,992,977088136,tetrajet
3456,149181,997,982162809,trijet
3457,147929,532,475264401,bijet
3458,149181,991,975935036,bijet
3459,149181,1804,1702975096,bijet
3460,149181,1000,985446547,bijet
3461,149181,998,983273674,bijet
3462,148029,388,302944654,trijet
3463,147926,462,497440835,trijet
3464,148029,391,305170379,bijet
3465,148029,390,304693287,bijet
3466,147926,467,503415919,trijet
3467,149181,997,982432401,bijet
3468,147926,465,501304394,trijet
3469,149181,992,976921336,bijet
3470,149181,1000,985094169,bijet
3471,147926,462,498290000,tetrajet
3472,149181,1000,985047891,trijet
3473,149181,1802,1701396444,bijet
3474,149181,1000,985472023,tetrajet
3475,148029,388,302550490,trijet
3476,147926,462,497512720,trijet
3477,147926,466,501784260,bijet
3478,149181,1789,1691911794,bijet
3479,149181,1804,1703260719,trijet
3480,149181,998,982836966,trijet
3481,149181,998,983490723,bijet
3482,148029,389,303699698,bijet
3483,149181,997,982569697,trijet
3484,149181,1802,1701449123,bijet
3485,149181,985,969796056,tetrajet
3486,149181,999,983984349,bijet
3487,149181,1802,1701883270,bijet
3488,149181,998,983111754,trijet
3489,149181,1789,1691588413,trijet
3490,149181,985,970126786,bijet
3491,147926,466,502247978,trijet
3492,148029,393,306401237,bijet
3493,148029,393,306586162,trijet
3494,149181,997,981933682,trijet
3495,149181,998,982911952,bijet
3496,149181,1789,1691689583,bijet
3497,147926,463,499141354,bijet
3498,149181,1804,1703205695,bijet
3499,147926,463,499085854,bijet
3500,149181,1803,1702346711,tetrajet
3501,149181,985,969799565,bijet
3502,149181,992,977451124,bijet
3503,147926,466,502232565,bijet
3504,147926,467,502928700,bijet
3505,148029,388,302354774,trijet
3506,149181,1803,1702522607,bijet
3507,147926,462,497474989,tetrajet
3508,147926,465,501027998,bijet
3509,149181,991,975977564,bijet
3510,149181,991,975895030,bijet
3511,149181,998,983067616,trijet
3512,149181,1000,984754007,bijet
3513,148029,390,304098510,bijet
3514,149181,999,983747940,bijet
3515,148029,394,307909263,trijet
3516,148029,395,308725074,trijet
3517,149181,1802,1701421830,trijet
3518,149181,1788,1690526002,bijet
3519,149181,997,981921506,bijet
3520,149181,1802,1702047196,trijet
3521,147926,466,502286756,trijet
3522,147926,462,498134716,bijet
3523,149181,1788,1691147760,bijet
3524,149181,992,977467162,bijet
3525,147929,532,474901583,bijet
3526,149181,1803,1702390311,bijet
3527,149181,985,969954043,bijet
3528,149181,999,984646186,bijet
3529,149181,1804,1703125870,trijet
3530,149181,991,976249811,trijet
3531,147926,464,499873290,trijet
3532,149181,1804,1703138691,trijet
3533,149181,1803,1702318938,bijet
3534,149181,991,975707233,trijet
3535,149181,1789,1691287826,bijet
3536,148029,389,303637809,bijet
3537,148029,389,303788652,bijet
3538,149181,998,983472008,bijet
3539,149181,1804,1703337132,bijet
3540,149181,1000,985685128,tetrajet
3541,148029,388,302719538,tetrajet
3542,148029,391,305329120,bijet
3543,147926,464,499989255,bijet
3544,149181,1788,1690735161,bijet
3545,149181,1788,1690574456,bijet
3546,149181,1000,985325956,trijet
3547,149181,992,976782590,bijet
3548,148029,392,305636696,bijet
3549,149181,985,970208590,trijet
3550,148029,390,304318077,trijet
3551,148029,395,308314139,bijet
3552,149181,992,977038474,bijet
3553,147926,465,500766776,bijet
3554,148029,393,306424096,bijet
3555,149181,985,970197289,bijet
3556,149181,1789,1691681105,trijet
3557,148029,392,306200785,bijet
3558,149181,997,982174770,bijet
3559,149181,1803,1702165919,trijet
3560,149181,992,976790517,bijet
3561,148029,390,304699374,bijet
3562,149181,985,970045826,trijet
3563,148029,389,303217246,bijet
3564,149181,1000,985490614,tetrajet
3565,148029,395,308485104,trijet
3566,149181,986,971060969,bijet
3567,147926,466,502173778,bijet
3568,147926,467,503016526,bijet
3569,149181,1802,1701746637,trijet
3570,147926,462,497623062,bijet
3571,149181,986,971334229,trijet
3572,149181,1000,985212523,bijet
3573,148029,394,307293710,bijet
3574,148029,391,305311735,bijet
3575,149181,985,969690023,trijet
3576,149181,985,969952794,bijet
3577,147926,467,503159494,bijet
3578,148029,388,302404742,trijet
3579,147926,463,498841424,trijet
3580,147926,463,498676285,bijet
3581,148029,388,302665958,bijet
3582,149181,986,970829805,trijet
3583,147929,532,474869034,bijet
3584,149181,1804,1703469499,bijet
3585,148029,388,302567970,bijet
3586,148029,393,306419981,bijet
3587,149181,998,983038186,bijet
3588,147926,462,498081813,bijet
3589,147926,463,498689025,bijet
3590,149181,1000,985312364,bijet
3591,149181,999,984393255,trijet
3592,149181,999,984194592,trijet
3593,148029,389,303308392,bijet
3594,149181,1788,1691188046,trijet
3595,149181,998,983025892,tetrajet
3596,148029,391,305205403,trijet
3597,149181,997,982145731,trijet
3598,147926,467,503361599,bijet
3599,148029,393,306575128,bijet
3600,147926,464,500507589,trijet
3601,149181,991,976087479,trijet
3602,149181,1803,1702295322,bijet
3603,149181,991,975592026,bijet
3604,148029,395,308023645,bijet
3605,147926,465,501083928,trijet
3606,149181,991,975739438,bijet
3607,149181,998,983385556,bijet
3608,149181,1000,985375687,trijet
3609,147926,463,499330062,bijet
3610,148029,391,304789899,bijet
3611,149181,999,984691983,bijet
3612,149181,1804,1703469891,tetrajet
3613,148029,390,304385944,trijet
3614,149181,992,977112250,bijet
3615,149181,998,983607814,bijet
3616,149181,1804,1703334863,trijet
3617,148029,395,308286112,bijet
3618,148029,393,306751152,trijet
3619,147929,532,475282099,bijet
3620,148029,395,308555699,bijet
3621,147926,465,501376821,trijet
3622,149181,1000,985729055,bijet
3623,149181,1803,1702244882,bijet
3624,148029,392,306003862,bijet
3625,149181,1803,1702831775,trijet
3626,149181,997,981755428,bijet
3627,149181,992,977321158,bijet
3628,149181,998,983514763,trijet
3629,147926,466,502369917,tetrajet
3630,148029,390,304344406,tetrajet
3631,149181,998,983340713,trijet
3632,149181,999,983840985,bijet
3633,147926,467,503528435,bijet
3634,147926,464,499927498,bijet
