id,MR,Rsq,E1,Px1,Py1,Pz1,E2,Px2,Py2,Pz2,HT,MET,nBJets
12419,227.069,0.0257639,282.701,27.0157,-116.349,-227.561,149.754,-27.0383,97.8777,-108.758,239.851,11.3464,0
5636,432.375,0.00850101,152.225,130.707,2.30656,-68.4354,364.886,-123.795,4.37223,342.867,256.645,12.0887,0
5556,296.048,0.00667511,188.624,59.6396,44.0676,-72.722,226.79,-53.1445,-19.5598,219.285,228.721,8.09547,0
10272,,0.00978248,143.437,-100.246,-8.45168,-101.312,517.747,89.0028,-5.61225,-509.851,189.781,7.07272,1
4898,200.833,0.0599091,146.409,60.7131,100.834,-16.1729,83.4964,-10.373,-81.8043,2.43408,204.699,21.2382,0
2785,393.494,0.005959,252.548,-88.3104,-54.4318,126.881,242.481,81.591,26.9747,-226.156,285.896,9.93055,0
4012,209.426,0.105522,142.116,89.3545,55.6981,94.0585,110.798,-95.3897,30.7294,42.6755,205.51,31.6912,0
8375,169.657,0.0144041,433.615,38.7179,-80.2513,424.204,563.999,-37.9665,66.9635,558.625,166.081,4.65522,0
5001,303.82,0.0842052,185.221,-168.983,-43.6299,58.4207,131.015,126.735,20.7547,22.6161,302.947,45.1899,0
7279,281.741,0.00955709,382.668,136.677,8.24108,356.738,682.724,-130.159,-8.56385,669.961,267.365,5.81437,0
4860,469.531,0.00895934,527.893,42.2703,-64.2829,492.183,113.565,-11.2329,50.6232,-100.634,238.139,24.362,1
1515,804.085,0.0016306,737.049,-2.98661,92.3197,731.159,223.836,-14.6527,-83.8538,-206.355,177.492,10.7398,0
9471,,0.00408979,205.578,-36.0417,106.076,-171.263,97.3356,-20.5892,-76.557,-52.4938,191.309,2.2682,0
3047,172.426,0.0258345,728.759,-68.4185,-81.9413,720.876,521.104,52.6546,38.3848,516.984,171.91,8.18498,0
12037,415.823,0.00564577,309.583,-105.812,-53.0657,285.676,147.334,107.677,15.4338,-98.5287,227.151,8.06149,0
11273,430.653,0.00762892,872.577,-75.7405,-91.4435,-864.211,80.6464,56.065,53.1863,16.0248,196.016,13.0015,0
2572,239.757,0.0178878,136.43,-68.9047,7.43753,116.967,106.802,39.5152,-52.3459,-83.4411,134.891,13.59,0
11230,229.4,0.0120655,131.368,125.504,-31.419,-14.8006,111.032,-93.8021,10.9566,-56.284,223.817,5.19652,0
8069,240.877,0.0146913,122.629,71.8698,90.652,-38.3268,150.96,11.5957,-87.9493,86.2528,234.963,6.70198,1
7233,364.964,0.0232971,341.094,-147.469,38.6871,304.169,139.117,132.126,-39.1912,4.72476,290.275,20.5667,0
7807,205.157,0.0203977,133.077,88.9342,-74.6547,64.2717,122.26,-71.5365,47.4225,86.758,201.942,8.5658,0
10327,,0.0335412,383.602,-84.0006,-125.981,347.444,184.718,56.3571,119.124,125.63,287.53,19.9075,0
11359,294.274,0.0159092,580.586,38.6506,89.6146,-572.175,109.866,-61.9018,-73.6993,-51.4618,193.841,12.4589,0
10040,182.298,0.0786638,727.337,-102.057,1.22959,-720.035,483.313,77.8791,16.6573,-476.552,181.705,25.7756,0
12048,236.147,0.0275537,271.455,-93.0506,-73.3251,-243.241,182.926,95.2397,60.6063,-143.506,231.357,12.9007,0
5731,190.373,0.0320823,141.391,-60.4236,-76.677,-41.6419,106.654,58.2245,71.8544,-50.3411,223.286,12.3625,0
6423,302.188,0.0181607,888.871,13.4131,102.385,-882.802,100.262,-18.9544,-78.4345,-58.1417,183.952,16.1598,0
1935,283.699,0.0189829,288.068,-90.2875,-60.3786,-238.487,97.3399,70.6339,57.943,22.9904,242.045,15.634,0
11495,565.578,0.00485545,608.729,-226.533,-7.89632,540.533,202.494,168.449,4.82761,-35.3767,409.518,8.25939,0
1664,302.111,0.0518801,167.255,-143.415,-52.0366,61.3122,240.759,124.428,79.9881,94.1542,316.563,29.7365,1
12272,561.938,0.000135687,187.631,-153.74,22.5507,-84.0192,530.758,133.433,-12.8105,513.263,297.978,0.275388,0
10020,261.544,0.0166227,185.074,-99.0651,-72.4215,-138.036,113.804,36.4314,98.5412,11.7964,227.819,8.50196,0
5156,211.217,0.0412886,629.951,-56.604,-86.2778,-621.132,207.633,38.3458,76.6865,-188.475,188.928,17.6508,0
11032,155.763,0.0786445,123.582,-47.8182,70.3965,87.1725,62.6892,-16.2712,-59.0156,10.7294,146.319,18.4746,0
3355,263.889,0.017875,,49.584,-131.591,475.707,338.619,1.52107,121.258,315.862,261.891,10.5624,1
3689,226.482,0.00153213,159.645,74.9224,36.1298,-101.47,100.405,-76.949,-28.7116,56.5132,197.749,0.912212,0
9294,,0.0154164,,-94.6812,-111.827,147.449,155.15,79.9938,89.7189,-94.4823,266.728,13.3956,0
3953,,0.0323248,387.405,86.1666,-102.779,319.413,138.68,-101.215,77.7681,51.6308,268.87,25.4501,0
10791,346.13,0.00531574,169.317,51.1886,144.104,-68.6974,181.758,-86.4771,-115.621,108.822,297.309,3.78664,1
563,202.105,0.0686311,338.497,-68.3216,88.5133,319.233,370.005,62.6141,-60.7762,359.272,199.074,24.8585,0
7334,267.147,0.0142922,141.594,48.7729,130.338,16.137,128.848,-46.0295,-118.7,-3.33396,266.477,7.9778,0
6877,,0.000294438,,-73.4763,36.9002,361.999,918.933,70.469,-28.7509,-908.803,215.876,4.90073,0
12559,182.232,0.0705083,,-84.1903,-65.4929,5.58939,88.6877,7.08049,61.1366,62.5279,168.21,19.8941,0
8667,385.163,0.0174524,179.385,-93.2672,-102.654,-13.2038,446.427,96.094,83.1221,-427.451,301.481,18.1922,2
8711,252.149,0.00692872,240.401,63.1514,-84.5185,184.872,103.901,-60.6624,81.3549,2.8973,248.802,4.26335,0
5908,377.028,0.00896702,252.81,67.3504,-96.2829,187.414,161.345,-61.9882,80.3473,-124.947,229.846,12.251,0
7152,478.287,0.0153355,297.411,-105.788,45.1542,273.663,196.52,70.6379,-80.5968,-162.052,222.193,29.0046,0
841,265.617,0.0348183,264.07,-88.5116,18.8313,-198.978,120.736,49.9166,-43.7387,52.6059,250.407,24.8603,0
6098,400.767,0.0059992,264.284,33.5255,154.653,-197.114,161.619,7.00724,-130.793,93.7877,289.378,6.74854,0
10927,374.915,0.0176654,172.455,170.913,6.81714,-12.1738,253.704,-132.1,-44.8541,210.844,310.556,13.7042,0
1251,316.495,0.0374897,355.237,-138.626,84.5576,-315.32,495.608,122.048,-78.7578,-473.207,307.633,23.1082,0
1892,259.73,0.0208526,147.783,-120.827,-28.6055,-78.6246,308.539,88.4588,10.4697,-294.349,213.243,11.2476,0
8628,273.011,0.00781631,368.757,95.6718,-70.0775,348.755,169.662,-92.5201,68.6643,81.2424,261.538,4.91099,0
3615,348.203,0.0480075,155.995,-147.48,-24.1618,-30.734,233.23,124.88,19.0212,195.221,275.767,38.9416,0
9271,,0.0438716,240.93,-101.061,176.347,125.527,499.379,72.8246,-159.255,462.166,378.986,41.0037,0
9026,208.198,0.0201671,266.392,106.158,-17.0794,242.943,324.043,-97.4276,-12.6252,308.373,205.766,8.25406,0
2274,453.882,0.0215955,192.861,-59.7596,177.875,9.06039,394.06,84.505,-95.0494,-372.449,314.828,22.7709,0
7241,289.305,0.020899,166.585,-34.0298,-107.123,-88.3419,549.638,38.926,89.3103,-540.873,217.565,15.6118,0
9918,322.093,0.0198658,787.21,54.3296,129.035,774.471,193.866,-44.9685,-111.336,151.172,260.081,16.492,0
1235,266.147,0.0217844,744.659,-69.4136,69.8732,-738.028,136.791,62.0734,-66.1914,-101.574,189.235,15.6597,0
6322,199.569,0.0235441,133.485,116.264,-5.43972,59.809,103.475,-82.1835,8.1951,57.485,198.982,11.239,0
9636,485.673,0.0011771,407.25,18.5225,-50.9982,361.917,161.929,-25.9045,36.4162,-155.472,209.678,6.18859,0
2128,172.578,0.0247136,133.835,-18.9926,-89.9361,95.0498,147.95,25.5527,73.9,124.736,170.113,7.96471,0
3087,230.295,0.0214042,134.008,15.964,98.9567,-88.0556,104.696,-52.2735,-84.7703,30.1259,199.828,10.1544,0
4929,268.06,0.00917767,659.164,74.9947,-76.018,650.089,200.524,-64.401,78.139,122.28,252.908,6.5019,0
11813,173.838,0.0231655,,-86.7894,-10.1341,-732.738,366.658,75.0676,24.0125,-357.875,166.194,8.40278,0
2918,671.66,0.00434547,338.125,115.882,-80.3041,-306.956,334.879,-65.2015,32.2011,326.139,213.707,13.9541,1
5712,190.051,0.0262321,103.464,-22.3782,80.5845,-60.3616,88.2241,8.92998,-62.0553,60.1883,146.328,11.2313,0
10558,,0.0752198,164.339,112.116,-97.1326,-65.7171,121.607,-66.226,53.8022,-85.3872,233.666,29.0824,0
11554,424.657,0.00154616,111.668,85.636,32.9313,-62.1635,485.538,-56.0729,-37.2342,480.798,159.059,4.31578,0
11215,,0.0164209,186.113,130.571,56.4429,-117.519,182.506,-109.525,-15.9233,144.061,252.924,14.6747,0
3323,472.072,0.00587525,706.112,-72.6596,58.6703,699.688,93.3759,63.461,-39.1484,-55.3556,167.954,13.9054,0
9885,409.414,0.00585381,268.453,-2.22127,-141.057,-206.032,226.539,-1.83841,123.482,116.07,322.987,7.03732,0
9616,241.135,0.0269976,157.152,93.5675,-93.8743,83.4144,159.985,-66.8585,80.1201,118.554,236.893,11.8028,0
8608,259.873,0.0259109,,12.699,92.6605,135.633,104.924,-31.7048,-71.9743,-67.7877,172.175,17.6698,0
7735,,0.00953345,156.56,-129.983,32.4348,79.8331,669.455,106.571,-11.5965,660.545,241.169,9.50062,0
3684,235.125,0.0290683,118.363,-84.6983,-58.9316,55.7328,288.559,75.4852,44.3679,274.402,190.742,16.0558,0
2809,108.912,0.0704142,317.362,-62.4543,-12.2709,310.757,155.031,16.0761,30.5895,60.2719,198.228,11.2885,0
9562,626.112,0.030906,393.197,62.4799,-209.767,324.592,262.951,-67.0815,164.567,-178.027,397.093,54.8295,0
5428,309.782,0.042334,188.498,-160.896,37.0765,-87.5376,191.258,137.767,-30.7345,-127.584,306.265,24.7417,0
255,214.06,0.0638236,619.191,-95.4895,-66.7003,608.075,202.688,67.4444,46.4276,184.692,198.358,25.2511,0
7549,603.814,0.0106024,,-156.145,53.802,122.561,507.375,111.101,-54.8404,-480.619,289.462,23.8401,1
10590,250.865,0.0331518,154.8,115.824,14.2094,99.5135,104.843,-94.5768,-10.821,-41.941,211.887,18.0491,0
7520,186.114,0.0134707,101.372,40.1407,79.3107,43.9626,90.0771,-38.0757,-77.457,-19.6776,175.2,5.30095,0
5201,179.297,0.0523023,272.631,75.2604,-37.838,-258.643,75.6222,-58.2341,25.9661,-36.9155,147.998,26.3236,0
11372,298.643,0.0477861,210.78,141.622,56.2003,144.867,196.874,-128.644,-61.2328,78.29,294.86,29.6624,0
1749,228.537,0.0341208,490.633,-86.3708,-48.603,-480.357,128.286,52.6085,68.3911,-93.569,185.391,15.9376,0
6538,470.589,0.00887101,281.352,20.1832,105.508,259.63,198.78,-22.3356,-101.008,-169.109,210.87,18.2559,0
655,,0.0231257,338.937,53.1546,92.2099,321.297,689.671,-54.881,-72.3441,683.627,197.239,10.7726,0
7734,534.45,0.0251512,679.597,-192.075,198.567,619.319,462.99,171.725,-183.218,387.883,527.378,26.0562,0
2969,,0.0215134,378.151,-73.8714,61.2983,365.287,84.0275,58.4979,-58.8002,-7.46367,178.935,19.338,0
4356,,0.0586447,103.815,-3.87896,-100.432,-24.2961,158.694,-3.18007,75.7042,-139.166,176.278,24.3026,0
6677,240.922,0.0470287,,108.801,69.215,321.303,258.814,-80.7422,-76.4341,231.965,247.205,20.2912,0
7609,324.069,0.0140798,319.773,149.676,-50.5525,-276.506,199.771,-140.88,60.1529,-126.359,311.167,9.2049,0
11094,289.369,0.0123976,139.117,-101.493,93.8615,-0.878757,175.261,100.657,-77.7304,119.444,265.418,8.12876,0
1417,187.487,0.0450507,104.72,-47.0423,87.9323,-27.0811,99.0174,72.379,-47.2251,-45.8826,186.148,16.1533,0
7512,185.002,0.14807,172.546,94.1793,-19.1588,-142.515,110.706,-84.5538,3.02813,-69.5336,180.716,59.5195,0
3339,,0.0105344,122.334,87.0556,-83.947,10.7437,281.399,-63.4991,63.9076,-266.258,211.028,10.983,0
9678,979.485,0.00011753,394.116,-39.1319,-18.8174,391.669,625.071,29.8134,24.3698,-607.749,187.281,2.43398,0
7779,270.76,0.010239,243.104,-40.0996,94.11,219.69,95.3737,79.1308,-46.6721,-20.0893,194.166,6.98945,0
12626,230.182,0.0150155,118.776,115.269,-12.0294,-22.7831,144.613,-106.674,-0.901815,-83.2494,228.275,6.7223,0
5399,183.101,0.0133276,154.402,-18.3949,90.9276,-92.6977,183.006,20.191,-81.6419,-162.106,204.563,5.33764,0
4401,293.253,0.0216862,298.519,-59.2418,134.176,259.285,272.383,48.9902,-127.618,122.812,321.205,12.7887,0
8990,,0.0109919,167.017,18.6421,127.361,23.4302,1217.23,-18.6442,-93.1248,1202.6,321.04,24.3383,0
10302,292.015,0.000622771,243.122,84.6024,52.1814,-221.571,96.0577,-79.3028,-16.1803,50.6833,180.337,0.596839,0
5182,486.888,0.00742696,239.122,-4.51533,-202.86,123.896,253.875,-19.9857,194.48,-156.151,398.415,9.40736,0
8067,548.645,0.00212488,,74.0356,35.8684,-289.434,312.6,-54.0272,-57.7412,237.386,210.285,7.22494,0
12809,218.959,0.0297662,672.582,-84.5213,-8.09037,-667.181,80.8931,39.9046,44.9836,-52.9554,145.04,14.0772,0
11790,,0.0690468,187.56,93.4504,-159.295,28.1855,128.832,-64.6541,90.5712,62.9463,295.963,33.9671,0
11004,484.531,0.0309605,,-28.8973,192.241,158.076,244.554,36.7452,-172.083,-154.232,398.403,37.2337,0
3010,,0.00165969,152.221,-74.3513,78.3533,-106.025,497.788,73.8068,-52.8745,-489.314,198.807,1.21942,0
668,549.473,0.00125218,481.848,-62.1837,-100.171,-467.062,158.436,33.0554,65.4975,139.766,191.269,3.91617,0
11481,569.696,0.00265836,173.873,65.214,-24.4938,159.019,500.697,-65.8074,-2.7995,-471.659,220.657,14.3881,0
5502,390.533,0.0323137,223.023,-127.573,45.2856,-176.642,169.956,93.9105,-23.023,139.514,232.064,36.2211,0
11635,255.6,0.0836722,334.276,-106.522,84.1354,-282.701,336.374,88.4805,-78.463,-314.499,292.201,40.3297,0
5566,321.455,0.04537,159.092,41.9987,-147.037,-34.2844,275.073,-42.2611,97.0213,-253.651,258.744,30.3687,0
7997,379.332,0.00299572,123.738,106.145,59.2887,15.825,567.622,-90.8534,-49.3457,543.309,276.644,3.81825,0
1096,216.77,0.0683245,204.55,19.1125,-121.74,-134.902,155.917,7.36457,88.2539,-46.9638,266.695,25.4916,0
1980,171.209,0.0377111,320.318,75.3869,47.7685,307.055,384.947,-70.88,-37.1344,376.354,169.265,13.0313,0
6324,255.792,0.00251892,139.41,-81.3501,102.011,-47.0452,118.428,80.5877,-73.8456,42.1231,239.781,1.55771,0
6386,,0.00786663,285.045,266.532,-39.988,-83.6351,916.704,-256.481,33.3327,-879.229,528.153,15.53,0
5498,227.209,0.0501566,104.119,-56.8954,51.0222,68.7589,597.075,62.9935,-36.6312,580.702,195.223,31.4002,0
2820,627.071,0.00549717,227.917,173.339,11.6298,-112.554,546.098,-145.015,-0.611611,522.329,350.364,13,1
462,563.402,0.00243904,351.555,23.3514,-106.734,-333.355,227.489,-12.7625,94.6045,205.796,204.72,8.00271,0
3215,230.594,0.0657748,200.099,126.047,17.1419,126.13,182.113,-98.8187,-11.7222,52.2318,317.985,27.5367,0
10647,355.61,0.0147612,,94.6751,-79.3354,-149.554,164.242,-86.1147,70.2607,119.15,234.662,16.7104,0
8400,154.891,0.0213186,386.354,59.3891,-47.9369,-378.512,232.679,-69.7076,24.7241,-220.024,150.284,7.17801,0
9064,298.812,0.0161281,172.062,68.9629,-63.1148,-144.213,131.458,-57.1388,70.5604,94.5076,184.279,14.5867,0
1219,227.468,0.00548199,169.623,42.3329,-114.985,-116.601,223.644,-83.9437,39.0169,-203.321,215.099,2.13588,0
2940,425.046,0.0017364,354.018,-21.7373,-41.2059,350.93,188.218,29.7542,22.8146,-122.795,184.142,6.80044,0
5013,,0.0225416,244.57,-119.859,4.65577,212.279,279.566,88.3813,23.2387,231.97,246.883,8.41102,0
3711,501.325,0.0033444,399.904,73.3747,73.3937,386.02,164.806,-94.3961,-42.5932,-127.556,207.342,7.10134,0
6186,,0.0023975,414.841,-125.823,-123.882,374.115,224.758,113.011,115.44,-154.921,338.122,5.24183,0
12513,544.255,0.00667851,385.075,89.7663,63.0127,-368.734,193.905,-46.8989,-72.1519,173.374,195.73,25.7322,0
2742,242.376,0.0314769,108.425,75.9258,72.5354,24.8804,153.974,-66.3313,-64.0681,-122.621,197.225,17.6091,0
11775,273.068,0.0201291,151.363,25.0433,136.609,52.3584,138.414,-30.8626,-129.733,28.5583,272.239,10.9311,0
4559,235.526,0.0218862,125.828,85.8916,66.6425,-60.7928,111.867,-64.8549,-66.6262,60.5719,201.693,12.7733,0
2812,733.125,0.000376271,282.626,71.2747,12.7297,273.001,477.723,-62.4074,-0.202693,-473.519,134.81,2.69461,0
9917,525.706,0.00484323,214.515,-88.6887,-7.94586,-194.619,371.03,72.3706,-28.6473,316.094,278.681,20.4332,0
4405,250.566,0.0109467,141.66,24.5899,116.691,-74.9897,116.484,-6.27891,-108.387,32.3722,227.823,6.51906,0
2720,429.093,0.0143358,1070.6,102.274,-53.3712,-1047.52,73.7769,-44.484,57.3394,5.77621,258.728,23.1308,0
3425,259.35,0.00551776,578.86,42.2978,-129.558,-562.145,325.226,-49.0025,106.097,-303.171,253.154,2.69007,0
599,396.441,0.00188464,104.189,101.016,15.6981,8.81782,644.24,-84.4578,-7.64385,-620.772,259.605,3.13616,0
10207,278.171,0.0140144,328.491,46.8817,-90.9873,311.835,77.7685,-33.4386,67.5665,-16.855,177.743,10.7464,1
3487,241.399,0.00636351,123.64,-65.2978,-62.4798,-82.8586,527.6,59.7879,58.9516,-520.835,174.338,4.12015,0
288,257.468,0.0275308,112.576,88.6473,-61.047,28.2175,291.593,-68.8866,32.1308,281.019,183.646,17.1227,0
4650,387.356,0.0313784,346.433,122.674,143.37,-289.327,230.994,-103.432,-150.913,-123.825,372.054,26.1906,0
12470,287.67,0.0281495,,9.75017,-143.141,-18.8545,144.539,-54.6285,125.751,44.3138,280.577,14.6854,0
11452,158.958,0.00557542,565.261,-38.7674,-78.2217,-558.359,401.504,34.9943,62.0823,-395.021,158.567,1.60876,0
3353,328.007,0.0243417,747.585,-81.2895,22.1873,-742.797,85.4219,60.8485,-53.8751,-21.38,165.535,26.7437,0
9383,270.197,0.0295663,106.247,79.3417,60.2384,31.57,206.309,-67.1083,-65.3763,-182.124,193.307,21.7866,0
57,209.269,0.0261044,117.443,-19.5589,-113.308,18.7077,93.3197,-17.0322,89.2234,-18.8668,205.818,10.1007,0
8845,264.482,0.0162525,,46.0024,126.969,41.0959,134.582,-39.5703,-123.196,34.6672,264.441,8.84079,0
962,,0.0381442,437.923,-130.513,121.018,-399.45,561.445,108.607,-105.5,-534.995,338.709,24.3267,0
12019,308.881,0.020238,337.78,154.081,23.2834,-298.297,140.602,-122.4,-21.3747,-64.7251,280.083,12.4487,0
4220,,0.0116451,206.778,-7.05882,98.5451,181.199,392.143,26.0756,-86.3514,381.521,189,5.16492,0
9724,446.05,0.0420669,233.815,-176.532,141.594,45.9523,260.404,149.186,-142.05,157.655,432.299,36.9835,0
5578,280.406,0.0326171,537.711,116.453,9.5834,-524.21,123.357,-98.1853,-3.76976,-72.0965,215.104,22.9781,0
9351,,0.0637446,173.091,41.9781,-127.39,-108.92,90.0747,-43.3666,53.0772,56.9209,202.669,30.5957,0
1164,285.466,0.0266932,162.569,33.872,123.01,99.8274,126.143,-35.868,-95.6242,-71.7927,229.718,16.9322,0
122,272.414,0.0127241,269.767,-75.5713,-75.4723,-246.929,108.115,74.2998,76.3999,-12.7752,213.375,8.83104,0
6371,358.533,0.00724589,96.497,32.6124,89.2321,-5.51685,563.991,-28.1692,-72.4038,558.495,172.695,11.4308,0
3287,195.26,0.0498216,520.894,111.692,19.9938,-508.039,249.838,-78.2839,-5.05653,-237.032,191.915,16.738,0
12371,206.581,0.0676174,234.629,-113.327,-16.8251,-203.941,205.011,81.3449,-42.4751,-182.544,206.336,21.1135,0
4642,469.84,0.00344701,113.784,-75.7329,-47.379,-47.0628,694.771,70.9013,50.722,689.239,189.153,8.82475,0
6087,,0.0715582,800.891,-66.6174,60.7164,-795.758,185.275,24.3358,-64.5918,-170.892,159.159,26.614,0
9907,751.335,0.0019554,870.57,92.5414,-17.4251,-865.418,167.199,-69.2794,25.0272,149.89,167.829,11.489,0
12654,,0.00983127,150.824,56.4018,137.083,10.1522,565.199,-71.051,-120.578,-535.077,325.899,13.8516,0
9723,201.078,0.0124597,242.734,102.623,42.0246,-215.324,80.5872,-71.2339,0.0111859,-36.4675,182.129,7.764,0
35,282.697,0.0160887,448.426,-69.8917,133.958,-421.727,471.296,63.5485,-113.471,-452.778,281.149,8.5356,0
4658,344.678,0.012226,257.439,-15.4776,138.998,196.884,247.446,-16.0443,-124.533,-47.378,327.397,9.73139,0
3311,200.519,0.0607951,100.563,53.3706,75.4326,-32.9959,205.814,-48.4931,-43.1158,-194.983,157.293,28.0613,0
208,326.528,0.00554982,,107.195,60.0539,-123.157,154.223,-94.901,-45.6812,110.698,228.194,5.23179,0
3044,236.689,0.0227066,117.14,-23.7098,-110.056,-29.5737,124.874,15.4314,100.916,69.8338,214.669,11.6665,0
6891,201.79,0.018549,243.108,-100.345,23.8731,219.581,191.897,93.5463,-27.7708,164.575,200.727,7.62824,2
5679,909.053,0.00723996,,-342.21,31.2786,-207.624,1511.81,322.489,-73.2661,-1468.53,678.636,18.8144,0
2076,442.708,0.00897916,177.995,-104.352,-62.6129,-121.053,301.331,82.3345,46.089,285.378,216.229,16.0861,0
6992,176.132,0.150204,497.626,48.7147,-62.7744,491.151,171.935,-25.8245,30.7488,23.743,217.623,59.7513,0
8733,1016.22,0.00529952,465.013,-51.305,-21.3239,-413.226,700.018,-28.8548,-28.6469,618.462,365.684,57.5532,0
3370,266.094,0.000479337,109.128,-66.2733,70.7246,-49.0822,439.511,30.2877,-85.2451,-429.656,187.389,0.300141,0
1046,159.516,0.0817422,81.8276,78.081,-15.8401,-11.4274,94.7145,-69.2013,-24.2381,-57.9711,152.995,26.2341,0
10117,177.353,0.0279555,334.465,64.4943,74.381,-319.305,372.987,-29.3049,-69.8518,-364.936,174.198,11.2393,0
12698,,0.0146607,192.028,59.4185,108.079,-143.025,173.396,-72.41,-95.7079,-108.208,254.753,7.41196,0
3343,,0.0322585,132.189,-12.3612,-127.115,18.3815,130.682,13.5899,114.482,58.437,243,16.7321,0
3807,505.89,0.0180644,260.935,172.288,-60.6266,-184.444,246.823,-146.002,42.5184,193.883,334.712,25.4845,0
6397,,0.0114622,103.239,77.248,12.5475,66.4948,69.3623,-67.6273,-8.53014,-8.37203,146.424,4.36103,0
1676,292.64,0.0387236,132.04,-124.191,-34.9616,-19.046,184.098,125.589,-21.1503,131.567,256.375,22.7614,0
2391,207.111,0.00863232,530.973,-82.7257,-9.35572,-524.352,146.576,81.7216,14.8662,-120.339,166.316,4.42689,0
7016,,0.0171202,314.166,-12.1875,104.574,-294.97,616.656,6.69248,-104.205,-592.098,257.906,7.92689,0
2611,260.248,0.0084612,134.546,-80.7094,-82.6627,66.4184,324.611,67.1276,84.3404,279.926,232.352,5.20103,0
9730,289.99,0.0054614,177.498,-127.116,-78.6137,94.5306,201.129,99.5844,95.3208,135.55,287.545,2.87525,0
12150,220.179,0.0207494,152.628,-84.2698,51.8917,-115.023,396.251,67.699,-53.2523,-386.614,185.099,11.8593,0
10219,794.994,0.0024922,309.566,-128.697,-58.4597,251.522,559.389,119.769,19.3931,-545.909,264.714,10.4052,0
6030,,0.0342909,148.308,-110.313,8.16843,-68.3278,132.236,87.7248,-52.597,69.2808,232.142,21.288,0
7645,866.081,0.00716899,493.983,192.548,-25.0404,-249.309,672.207,-156.431,1.97039,597.179,535.246,27.8843,0
5479,204.895,0.00978011,140.986,-90.2999,52.571,94.1467,122.898,60.3691,-79.4656,70.1356,204.284,4.6577,0
1555,233.138,0.00708163,264.158,-49.7288,94.2499,-231.984,106.947,67.5339,-68.7526,-43.8712,216.402,3.31919,0
3212,223.152,0.0253624,120.698,-7.58887,108.597,45.3914,107.327,26.837,-97.8873,-29.7057,210.361,11.8983,0
10912,247.632,0.0247457,126.688,79.856,56.7583,79.8205,123.538,-66.1429,-66.445,-76.9306,191.726,14.9185,0
9146,419.502,0.0306007,248.535,-0.305792,191.568,-152.487,181.309,19.0046,-158.295,84.0013,351,28.2467,0
5765,,0.00867554,,109.369,-16.3189,-107.131,134.304,-99.7129,12.4794,87.7956,211.071,7.05228,0
11331,287.692,0.0225799,675.915,127.309,100.658,-655.929,301.193,-85.3045,-79.6379,-277.234,278.995,15.2355,0
3379,323.034,0.0116823,119.089,-19.7054,115.155,-20.1903,282.367,15.9264,-114.908,257.023,232.836,10.4387,0
3810,,0.00177477,382.295,-39.4749,-103.639,-364.164,292.017,18.6467,104.259,159.273,259.216,4.26373,0
6731,252.86,0.03168,,-117.067,7.16689,-261.704,139.663,90.6484,5.64648,-22.3936,247.222,17.3691,0
230,177.509,0.0346498,551.411,-0.857336,-88.9191,544.047,435.281,5.10596,87.331,426.28,176.403,12.0765,0
8174,,0.0155565,217.928,89.2661,55.3501,-190.644,125.104,-65.2795,-64.0839,83.8787,196.511,14.7708,0
1088,,0.0493783,511.659,-29.0647,-184.412,-475.572,168.396,43.9639,88.1663,-105.875,295.867,24.5975,0
10118,173.373,0.0431658,131.476,-71.4935,28.9736,-105.59,374.669,57.7668,27.3661,-369.077,141.062,14.9044,0
289,,0.041176,164.041,-97.2978,129.746,19.6841,106.172,38.1213,-92.1958,31.3358,261.942,17.1732,0
7621,403.719,0.00579001,187.442,-81.1151,-25.8961,94.4687,341.273,68.9614,39.2894,-331.738,237.718,10.3464,0
884,177.078,0.0240133,416.123,-84.1815,-51.0822,404.026,348.566,73.9806,26.4158,339.316,177.023,7.52297,0
1483,231.426,0.0307384,112.741,37.5136,-100.502,31.0049,176.365,-42.6049,98.2545,139.105,214.369,15.3485,0
4868,710.946,0.00180642,274.104,71.8887,64.0239,-256.151,466.779,-55.5125,-26.3274,462.614,157.705,10.4351,0
11981,204.493,0.0221658,,52.6787,-31.1282,26.1869,476.576,21.7552,-9.83045,463.49,169.504,13.9478,0
6991,,0.012377,,-120.269,56.2735,-665.508,142.246,92.5132,-37.454,-100.414,232.676,8.17245,0
5629,371.633,0.0117056,158.034,94.9573,-41.1474,-1.51142,602.37,-64.8684,17.8411,-598.569,219.976,15.501,0
6438,,0.0284326,190.189,-7.40921,135.39,132.19,152.333,-6.69605,-130.518,-76.1992,266.282,23.1228,0
9106,229.931,0.00677949,208.922,-49.3965,-123.4,160.278,119.35,6.34931,94.0238,71.8314,227.158,3.47864,0
2094,1068.59,0.00128858,524.511,-120.968,36.7283,-508.978,544.836,95.0525,-47.4347,533.97,232.652,11.2918,0
8496,143.821,0.0137976,,12.3656,73.1451,36.3488,94.0905,-17.7143,-64.4443,65.848,141.018,3.897,0
7942,,0.00595563,848.246,-46.3159,-92.9958,-841.794,91.7923,50.5376,72.8584,15.072,192.561,13.6088,0
12840,500.108,0.00976796,176.978,125.831,104.279,64.4473,435.252,-82.2439,-102.095,-414.592,294.525,14.7772,0
7915,312.494,0.013517,302.561,104.174,-31.4541,281.694,104.498,-98.3097,23.5543,-23.0241,209.911,12.249,0
12521,,0.00661557,112.024,-107.674,3.99064,-23.911,201.102,82.0429,7.70004,182.953,190.151,4.95443,0
9375,241.502,0.0517614,1006.11,119.44,46.9806,997.798,169.352,-72.4176,-12.0543,151.144,201.761,23.4733,0
